,title,homesection,publishdate,pageviews,popularity
8229,Anders' hus er blevet stjålet,112,2018-11-08 19:26:43 UTC,123745,1
10480,Stoppede for at hjælpe bilist: I bilen var lejemorderen der skulle dræbe ham,112,2018-09-11 20:01:46 UTC,21,0
32807,Flest afslutninger,Sport og Spil,2018-08-01 00:00:00 UTC,15,0
28992,SLUT: Bundshold skaber overraskelsen,Superligaen,2018-11-05 18:44:43 UTC,33514,1
25097,Brasiliens exit sikrer historiske VM-semifinaler,VM 2018,2018-07-07 09:52:16 UTC,3020,0
31611,Dansk kendis efter brud: Sådan går det med kærligheden,Danske kendte,2018-08-23 17:54:15 UTC,74506,1
35709,Fotograferede flydende atomkraftværk: Fik fantastiske billeder af noget helt andet,Videnskab & teknik,2018-05-05 10:23:25 UTC,182876,1
17601,Peru udtager dopingdømt kaptajn til VM efter comebackmål,Ritzau,2018-06-04 07:45:03 UTC,2,0
19552,"Trump, May og Macron gør fælles front mod Syrien",Politik,2018-04-10 19:28:04 UTC,820,0
7013,20 dræbt i styrt: Hitlers foretrukne flytype,112,2018-08-05 23:06:22 UTC,14388,1
15591,PostNord-ansatte genoptager arbejdet i Taastrup,Ritzau,2018-04-06 19:22:05 UTC,7,0
4069,Varm dansker scorer igen-igen,Championship,2018-04-14 18:45:32 UTC,20174,1
28871,Saksespark og rødt chok: Top seks-aspiranter delte i uskøn affære,Superligaen,2018-11-10 17:58:39 UTC,7701,0
27001,Morten sprang i poolen i Thailand: Det forandrede alt,Tæt på,2018-08-13 11:04:08 UTC,22261,1
26170,F1-komet straffet for voldelig adfærd mod rival,Formel 1,2018-11-11 23:05:30 UTC,125749,1
35325,18 mennesker dør i hotelbrand i det nordøstlige Kina,Krig & katastrofer,2018-08-25 08:21:45 UTC,505,0
23255,Feminist forarger: - De fleste voldtægter er dårlig sex,Samfund,2018-06-02 10:43:35 UTC,46669,1
32381,Skuffet FCK-back til Hareide: Jeg fortjener en chance mere,FC København,2018-10-02 10:31:10 UTC,10972,0
15299,Sexbomben på Centre Court blev mangemillionær,Kendte,2018-04-03 14:36:01 UTC,24552,1
15613,Michael Jellesmark er ny forperson for Alternativet,Ritzau,2018-05-06 12:38:06 UTC,1,0
32856,Superligaen indefra: Kan give FCK transferjackpot,Sport og Spil,2018-09-18 11:23:53 UTC,148,0
25386,Kæmpe tumult under Superliga-drama: Maskerede fans gik til angreb,Brøndby,2018-11-09 22:13:37 UTC,195634,1
20362,Boligkvarter røg på ghettolisten: Derfor har Søren-Emil en del af skylden,Politik,2018-11-22 21:53:19 UTC,10642,0
7528,Bag Pusher Streets sorte gardin: Boder udpeget til nedrivning,112,2018-05-22 22:06:18 UTC,5501,0
9720,Kørte tur med lillebror: Nu er han tiltalt for drabsforsøg,112,2018-06-14 23:14:03 UTC,38305,1
341,"SLUT: Kesslers forsvarer: Han vidste ikke, der var noget galt",Boksning,2018-05-30 09:29:14 UTC,40086,1
16157,Kommentator: Lundes ministerexit er lidt af en gåde,Ritzau,2018-05-01 20:10:22 UTC,1,0
4876,Træk i arbejdstøjet for udsatte børn,Håndværkeren,2018-09-18 21:06:01 UTC,3,0
23081,Mysterium for læger: Stigning i ufrivillige aborter,Samfund,2018-09-01 06:40:34 UTC,25,0
10333,37 år senere: Penny fangede sin brors morder på Facebook,112,2018-08-25 22:38:30 UTC,127853,1
25893,Kæmper sig tilbage efter dårlig start: Opløftende dom over Kevin,Formel 1,2018-11-12 17:14:19 UTC,58040,1
3839,Overraskende udvikling: Bendtner accepterer fængselsdom,Skandinavien,2018-11-21 15:12:29 UTC,145579,1
738,Har du en god historie? ,Nyheder,2018-09-07 10:59:00 UTC,37,0
27595,Smart trick til at aflive ulve: Sæt dem ind under hundeloven,nationen,2018-05-02 10:26:49 UTC,20588,1
22973,'Knickers' hyldes af hele verden: Sådan reddede den sit eget liv,Samfund,2018-11-28 16:14:06 UTC,23029,1
29171,Rapper dræbt med samuraisværd,Intl. kendte,2018-08-25 20:00:07 UTC,61412,1
17150,Lærernes arbejdstid er fortsat en knast og skal forhandles på ny,Ritzau,2018-04-27 15:34:54 UTC,1,0
27749,Mikkel Hansen hamrer sig til tops - skriver historie i Frankrig ,Håndbold,2018-10-14 15:59:30 UTC,58229,1
13604,Ældre stormer ind på ejerlejlighedsmarkedet,Finans,2018-07-15 09:43:01 UTC,1,0
27617,"Derfor: Folk rejser ikke til Syrien for at holde ferie, men for at hjælpe familien",nationen,2018-10-01 12:17:08 UTC,17321,1
19328,Chile vil udvise 2000 illegale migranter inden årets udgang,Politik,2018-06-26 06:21:04 UTC,1683,0
23610,60-årig brugte hele sin opsparing på sin 26-årige kæreste: - Jeg føler mig dum nu,Samfund,2018-11-24 13:11:24 UTC,319724,1
13383,Blev han dræbt og parteret? Derfor skulle journalist dø,Krimi,2018-10-20 18:28:22 UTC,5691,0
25450,15-årig udgiver bog om Brøndby: Bruger 8000 på projektet,Brøndby,2018-10-31 06:36:23 UTC,7777,0
21856,"Sommervejret fortsætter, men: Her kan der falde regn de næste dage",Samfund,2018-07-06 11:52:45 UTC,32488,1
19456,Græsk minister forlader sin post efter ødelæggende naturbrand,Politik,2018-08-03 19:22:34 UTC,350,0
24305,Mand i knibe: Fanget på bil under vanvittig stormflod,Samfund,2018-05-06 12:13:34 UTC,6896,0
28891,Henter tidligere Superliga-bomber: - Et scoop ud over det sædvanlige,Superligaen,2018-08-01 22:27:35 UTC,84240,1
17882,To fra rockergruppe stod bag drab ved kiosk,Ritzau,2018-04-26 13:17:57 UTC,3,0
27741,Av-av Pytlick: Guldfavoritter smadret på hjemmebane,Håndbold,2018-05-05 18:35:14 UTC,2400,0
19221,Den store velgører,Lederen,2018-09-13 06:00:00 UTC,12,0
6729,Real Madrid klar med kæmpe-bud: Vil smide mere end en halv milliard,Holland,2018-09-26 20:22:48 UTC,104,0
16087,Fly fra delstatsregering styrter ned i travlt Mumbai-kvarter,Ritzau,2018-06-28 11:03:24 UTC,1,0
1033,'Klamme og idylliske': Michael og Kathrine har allerede børnenavne klar,Reality,2018-10-18 21:29:51 UTC,96556,1
3789,Scorer kassen: Her er FCK-målmands nye superløn ,Italiensk fodbold,2018-07-23 15:42:15 UTC,69852,1
30117,Skal du på krisecenter? Så må du flytte 300 km,Dansk politik,2018-06-16 17:38:53 UTC,5071,0
32683,Arsenal henter dansk landsholdsspiller,Intl. fodbold,2018-11-13 06:26:39 UTC,36985,1
12430,Porsche redder Volkswagen fra handelskrig og kinesere,Biler,2018-10-30 09:20:31 UTC,6705,0
32209,Se de frække billeder: Bendtner nøgen-hygger med kæresten,Danske kendte,2018-07-29 21:50:31 UTC,213889,1
20393,Radikale vil stoppe integrationsvurdering af børn,Politik,2018-11-15 05:45:07 UTC,390,0
30263,Dansk Folkeparti vil spærre 10-årige inde,Dansk politik,2018-06-27 09:57:00 UTC,42366,1
19588,Boris Johnson efter exit: Storbritannien på vej mod at blive en koloni,Politik,2018-07-09 20:31:14 UTC,2372,0
30763,Tilbageholdt dansk politiker: Bahrain er en politistat,Dansk politik,2018-04-04 09:15:36 UTC,42036,1
11937,Gerningsmænd affyrer skud i boligkvarter: Fem biler ramt,112,2018-09-19 12:49:34 UTC,57,0
15873,Dansk og svensk forsvar øger samarbejde i Østersøen,Ritzau,2018-05-22 07:24:06 UTC,2,0
15869,Analytiker: Stigende oliepriser rammer danskernes købekraft,Ritzau,2018-05-17 18:33:09 UTC,1,0
19290,"Afviser Trumps bortforklaring: 'Det beviser, at russerne har noget på præsidenten'",Politik,2018-07-18 02:39:33 UTC,98766,1
8111,Vildt kupforsøg i Københavns Lufthavn: Her er politiets forklaring,112,2018-04-05 13:45:08 UTC,149402,1
10715,Tv-dokumentar går tæt på hooligans: Min næse blev flækket helt ind til roden,112,2018-10-27 14:12:17 UTC,21299,1
14526,Jarlov siger stop for udflytning af statslige arbejdspladser,Finans,2018-07-02 06:28:02 UTC,7,0
33712,Agent afslører: Real Madrid afviser milliard-bud,Spansk fodbold,2018-05-25 10:35:05 UTC,38980,1
23308,Drama ved vandhullet: Flodheste 'redder' gnu fra krokodiller,Samfund,2018-06-03 16:46:32 UTC,81646,1
30302,Regeringen vil skære i pladser på engelsksprogede uddannelser,Dansk politik,2018-08-23 13:48:55 UTC,495,0
35289,Blot et spørgsmål om tid: Trump tvunget til at bombe,Krig & katastrofer,2018-04-12 11:25:23 UTC,37890,1
15029,Arla er midt i en spareplan - nu bliver hundredvis af stillinger skåret væk,Finans,2018-05-29 13:53:01 UTC,25,0
29389,Manden bag ikoniske politiserier er død,Intl. kendte,2018-04-02 14:38:50 UTC,48505,1
15201,100.000 mennesker amok til Eminem: Se alle de vilde billeder,Kendte,2018-07-05 11:00:21 UTC,1897,0
21858,'Vi sigter ikke mod mennesker. Men folk fra Moskva er ikke mennesker',Samfund,2018-11-14 22:38:43 UTC,28673,1
9841,Mand var sindssyg: Dømt for voldtægt af 95-årig,112,2018-06-07 16:33:56 UTC,7356,0
20759,Per Kirkeby er død,Samfund,2018-05-09 22:16:37 UTC,174972,1
6635,"Margrethe om indvandrere: De skal vide, at de er i Danmark",Danske kongelige,2018-08-17 12:30:51 UTC,28936,1
26337,Milliardæren Jack Ma har 365 dage tilbage i spidsen for Alibaba,Investor,2018-09-10 09:13:01 UTC,2,0
34240,Juventus var sekunder fra sensationen: Her er de vildeste comebacks,Champions League,2018-04-12 22:41:34 UTC,4323,0
11015,Kvinde fundet livløs i vandet,112,2018-07-29 14:39:54 UTC,102538,1
9260,Facaden ramt: Skyderi mod klub i Malmø,112,2018-08-18 07:34:47 UTC,9683,0
4467,Kæmpe protest under Superliga-triumf: Vrede fans stjal billedet,AaB,2018-04-15 16:15:35 UTC,32424,1
31819,Millionøsen Mascha: Rig på reklamer,Danske kendte,2018-06-05 20:35:04 UTC,147320,1
11305,Dovne Robert fængslet,112,2018-11-20 17:00:58 UTC,232139,1
33879,Mærsk rygtes klar til at udskille tidligere juvel,Erhvervsnyheder,2018-08-17 07:19:12 UTC,25433,1
25595,Trods klar guldkurs: Brøndby-stjerner slår koldt vand i blodet,Brøndby,2018-04-22 23:22:17 UTC,2405,0
3177,Engell: Sådan bliver den næste regering,Plus,2018-08-26 12:09:08 UTC,1662,0
1752,Derfor ser vi porno,Kys & kærlighed,2018-11-30 21:56:08 UTC,6849,0
32520,Kvindehold lover erotiske billeder: Få en forsmag her,Intl. fodbold,2018-05-10 13:09:43 UTC,99191,1
29283,Skuespillere kidnappet og sultet: Tre personer anholdt,Intl. kendte,2018-07-04 21:29:43 UTC,37783,1
9299,Handlende i kø: Bilbrand skaber kaos omkring motorvej,112,2018-08-22 16:29:20 UTC,27421,1
10885,Chicago-forstad forbyder angrebsvåben efter Florida-massakre,112,2018-04-05 06:11:56 UTC,410,0
18040,Julie: Spørg mig om alt,Side 9,2018-08-24 02:00:00 UTC,11425,1
9993,Politiet takker mand for mail: - Jeg var fuld,112,2018-04-05 16:43:39 UTC,75239,1
29471,Tillykke: 21 frække fotos af 21-årig fødselar,Intl. kendte,2018-08-10 22:24:38 UTC,172852,1
9843,Ansatte: Vi advarede chefen om uventede dødsfald,112,2018-11-13 19:52:59 UTC,101267,1
6564,Porno for kvinder har ægte orgasmer,Sex & samliv,2018-10-18 22:18:45 UTC,62971,1
19043,’Bank-mobning’,Lederen,2018-09-27 06:00:00 UTC,101,0
23597,Danske aviser støtter amerikanske mediers forsvar mod Trump,Samfund,2018-08-16 08:33:02 UTC,552,0
25547,Zorniger efter remis: - Jeg er skuffet,Brøndby,2018-10-22 23:03:36 UTC,3508,0
1626,Trods EM-succes: Nadia Nadim-effekten udebliver,Dansk fodbold,2018-04-17 13:10:00 UTC,3002,0
229,Medie: Steven Gerrard er ny chef i skotsk storklub,Skotland,2018-05-04 11:41:19 UTC,1220,0
25869,Mercedes-boss kom med forslag: Kevins boss siger nej tak,Formel 1,2018-09-24 19:25:12 UTC,114,0
6675,Hylder Cornelius: Fræk detalje overrasker,Fransk fodbold,2018-09-24 13:24:50 UTC,718,0
20000,Amnesty tager ærespris fra Aung San Suu Kyi,Politik,2018-11-12 20:05:29 UTC,2730,0
24910,Vil du også støtte Danmark til VM? Så er der godt nyt,VM 2018,2018-06-28 11:23:47 UTC,1407,0
31532,Efter 33 år: Nu møder Gitte Nielsen eks'en på lærredet igen ,Danske kendte,2018-11-26 21:57:36 UTC,113032,1
32707,Rasende klub-boss tvinger stjerner på ferie,Intl. fodbold,2018-04-04 17:29:36 UTC,1281,0
28540,Dansk festival klar med ændring: - Det kan virke lidt voldsomt,DK MusikNYT,2018-04-25 19:53:15 UTC,23960,1
22170,Kæmpe udsigtstårn i dansk skov: Vækker opsigt i udlandet,Samfund,2018-09-29 22:34:09 UTC,16365,1
4027,Dansk guitarist om scenestyrt fra Orange: - Det var sort uheld ,Roskilde,2018-07-08 14:30:51 UTC,15918,1
33382,Kæmpe ændring i Premier League kan tvinge stjerner væk,Premier League,2018-11-13 12:02:12 UTC,40103,1
5222,Fantomstart af Blume: Danmark får første medalje,Svømning,2018-08-03 22:13:09 UTC,20455,1
5566,Live-tv: Nu starter verdens største veteranbilsløb,Motorsport,2018-05-16 14:38:49 UTC,7399,0
4800,Rihanna vækker opsigt: Afviser at optræde,NFL,2018-10-20 18:45:26 UTC,14061,1
2173,"Mathilde, Jakob og Joan vil bryde tabu om… mandeonani",Sex & samliv,2018-05-13 23:06:41 UTC,30280,1
29634,Modellens billeder skaber had: Nu fortæller hun sandheden,Intl. kendte,2018-04-24 12:50:37 UTC,158716,1
12943,Kvinde fik tildelt ikke-eksisterende flysæde,Ferie,2018-09-27 16:03:41 UTC,732,0
25761,Haas tæt på diskvalifikation: Romains racer var ulovlig,Formel 1,2018-09-02 18:13:36 UTC,15,0
34920,Lars Høgh ramt af kræft,Landsholdsfodbold,2018-08-17 13:09:20 UTC,139042,1
21990,Politimand affyrer skud ud af forruden i vanvittig biljagt,Samfund,2018-07-18 10:41:38 UTC,52472,1
32280,SLUT: FCK fik endelig has på FCM,FC København,2018-11-25 17:57:04 UTC,50519,1
32847,Bubba Watson: Ryder Cup-stjernen med den lyserøde kølle,Sport og Spil,2018-06-01 00:00:00 UTC,42,0
35044,DBU i ordkrig: 'Parken må være alvorligt udfordret',Landsholdsfodbold,2018-05-10 10:48:24 UTC,32552,1
12032,Fight i intens affære,Fyn,2018-09-05 17:40:33 UTC,5,0
27187,Valhøj bodega,ingemann,2018-06-21 17:45:52 UTC,31083,1
1123,TV: Målfattig affære,Sjaellandsyd,2018-10-03 20:01:48 UTC,61,0
20037,Observatør: Vi blev smidt ud fra tyrkisk valgsted af politiet,Politik,2018-06-24 17:59:04 UTC,6599,0
9628,"Mand jagtet vildt: - Ring efter politet, de slår mig ihjel",112,2018-10-27 22:57:00 UTC,132232,1
30651,S om at dele klimaforlig op: Regeringen splitter det i atomer,Dansk politik,2018-11-12 19:01:42 UTC,551,0
13778,Dansk Industri er fanget i en parallel erhvervsvirkelighed,Finans,2018-05-03 11:32:01 UTC,2,0
23767,Skrækslagne efter flyshow: Folk troede det var et nyt 9/11,Samfund,2018-10-12 07:06:38 UTC,135553,1
33259,Danskere blandt fejlene: Southampton reagerer med fyring,Premier League,2018-11-08 19:26:08 UTC,61391,1
16438,Landsret øger straf for dobbeltdrab med vandscooter,Ritzau,2018-07-03 17:03:48 UTC,2,0
33323,Chelsea slår Burnley ude og haler ind på top-4,Premier League,2018-04-19 22:54:56 UTC,1073,0
29355,Kendis-datter er slet ikke til at kende,Intl. kendte,2018-07-28 14:36:08 UTC,143739,1
12215,Tyve på spil hver anden dag: Her er det farligst at stille bilen i København,Biler,2018-11-07 15:55:07 UTC,62530,1
30947,"Løkke har lettet skatten for 14,6 milliarder kroner",Dansk politik,2018-04-03 07:27:57 UTC,17795,1
29393,Rockstjerne skal være 'X Factor'-dommer: Men kun på EN betingelse ,Intl. kendte,2018-07-18 17:11:41 UTC,107401,1
21355,Tidligere politiker om orgier: - Absurd mange kvinder ville deltage,Samfund,2018-06-19 21:55:15 UTC,61642,1
1746,Badminton-herrerne går i semifinale ved VM for hold,Badminton,2018-05-24 17:32:26 UTC,1288,0
10604,PET vil straffe avis og redaktør med millionbøde og fængsel,112,2018-11-12 05:30:15 UTC,36879,1
8415,Slagsmål i kolonihave: Mand død,112,2018-09-01 05:52:43 UTC,15,0
34895,"Frankrig fejrer sin usædvanlige helt: - Vi ved, han snyder",Landsholdsfodbold,2018-09-13 18:17:18 UTC,29,0
31662,Christiane planlægger stor beslutning,Danske kendte,2018-04-02 11:33:29 UTC,124698,1
15146,Tesla stopper produktion og sender ansatte hjem,Finans,2018-04-17 07:38:01 UTC,62,0
26277,Store aktiefald på Wall Street,Investor,2018-04-06 20:38:02 UTC,11,0
32939,Ekspert afslører sit VM-managerhold: Du sætter dit helt forkert,Sport og Spil,2018-06-11 18:43:43 UTC,43383,1
2140,Hattrick-helt viste vejen,Jyllandmidt,2018-10-23 16:28:20 UTC,121,0
25374,Spansk blodbad: Til VM uden Premier League-trio,VM 2018,2018-05-21 14:13:38 UTC,51553,1
33880,It-selskab Netcompany starter livet på børsen med solidt hop,Erhvervsnyheder,2018-06-07 10:28:24 UTC,44330,1
17360,Lettelse og jubel i Thailand efter unik redningsoperation,Ritzau,2018-07-11 13:50:47 UTC,1,0
3343,Rykker fire pladser: Brænder straffe - men scorer til sidst,Hobro,2018-11-24 18:04:34 UTC,16894,1
10878,Hvad gør man ikke for at slukke tørsten: Øl-tyv på overarbejde,112,2018-10-18 22:24:46 UTC,8464,0
9811,Turist dræbt af haj ved ferieby,112,2018-08-05 19:06:04 UTC,107223,1
29302,Skriver historie: Så grotesk rig er Kylie Jenner,Intl. kendte,2018-07-11 18:44:48 UTC,126354,1
18539,Federer sensationelt ude af Wimbledon efter uhørt comeback,Tennis,2018-07-11 18:37:48 UTC,62914,1
28960,Jores Okore slipper for karantæne,Superligaen,2018-10-25 17:20:43 UTC,2242,0
14399,Supermarkedskæder skærer ned for at øge indtjeningen,Finans,2018-06-25 06:08:01 UTC,5,0
4735,Utjekket rockklovn spolerer koncert,Koncert-anm.,2018-10-16 23:46:54 UTC,36871,1
15656,FAKTA: Søndagens kampe ved VM i fodbold,Ritzau,2018-06-24 07:00:02 UTC,1,0
20111,Tusk indkalder til ekstra EU-topmøde om brexit,Politik,2018-11-15 09:07:26 UTC,102,0
24625,Surfer sejlede kæmpe hval væk: Så kom hajen,Samfund,2018-07-19 20:06:02 UTC,148961,1
30385,Slovaks advokat raser: Løkke har begået meget alvorlig fejl,Dansk politik,2018-05-18 14:12:07 UTC,40620,1
22931,Stort dansk firma konkurs: Alle medarbejdere fyret øjeblikkeligt,Samfund,2018-07-20 14:02:05 UTC,486774,1
5228,SLUT: Kyniske AGF fik ram på Hobro,Hobro,2018-08-24 18:44:15 UTC,18287,1
28951,Opgivet i FCK - nu er han klar for AGF,Superligaen,2018-10-04 17:16:42 UTC,81511,1
20587,Skolechef om Aphinya: Hun er en mønster-elev,Samfund,2018-10-30 20:07:55 UTC,1275,0
8366,27-årig i landsretten for voldtægtsforsøg: Her er dommen,112,2018-09-12 14:43:22 UTC,23,0
32587,Harder kan hente enorm historisk hæder,Intl. fodbold,2018-10-08 19:08:27 UTC,1026,0
14234,Millionerne fosser ud: Rigmænd holder liv i dansk pakkefirma,Finans,2018-05-01 10:13:01 UTC,3,0
4134,Dansk veteranband smadrer løs,DK Album-anm.,2018-11-13 23:05:28 UTC,11887,1
30720,Én deltidsansat skal kontrollere tobakssalg i hele landet,Dansk politik,2018-11-14 06:19:55 UTC,1857,0
34955,Fakta: Danmark vandt efter magtdemonstration ,Landsholdsfodbold,2018-06-12 19:17:16 UTC,21079,1
20079,"Dyrt, dyrere, dyrest: Sådan vil Danmark se ud med Elbæk ved magten",Politik,2018-06-27 17:14:25 UTC,10003,0
22793,Fremmed afleverede 'Bob Marley' ved dyreværn: Ingen kunne se hvilket dyr det var,Samfund,2018-09-02 15:13:27 UTC,748,0
15625,Frankrigs udenrigsminister: Iran-aftale er ikke død,Ritzau,2018-05-09 09:15:36 UTC,68,0
7474,Mor tiltalt: Dræbte 11 uger gammel søn med brystmælk,112,2018-07-17 12:44:24 UTC,93254,1
4252,Afslører favorit-træner efter fyring: Silkeborg vil kapre konkurrenten,Dansk fodbold,2018-08-14 15:58:16 UTC,58808,1
6948,Blander sig i udlændingedebatten: Andres måde at leve på er ikke forkert,Danske kongelige,2018-05-14 10:19:17 UTC,34408,1
16066,FAKTA: Folkemøde skærer ned,Ritzau,2018-06-14 06:55:00 UTC,2,0
28148,Hvornår har du sidst printet et foto? Velkommen til fortiden,Teknologi,2018-11-29 23:34:09 UTC,12249,1
26671,Modediktatoren: Ingen stupid man,Meninger,2018-06-16 14:02:39 UTC,2093,0
21049,100 år efter massakre: Borgmester kræver massegrave åbnet,Samfund,2018-10-04 20:57:04 UTC,44270,1
15292,"Tillykke med dagen, Larsen: Sandheden bag gavflabens største hits",Kendte,2018-10-23 10:30:22 UTC,10680,0
10093,Offeret græd af lettelse: Mand dømt for søvngænger-sex,112,2018-11-19 21:22:27 UTC,27072,1
9421,Bortførte sine børn til Brasilien: Nu har landsretten talt,112,2018-06-28 14:21:35 UTC,88529,1
4152,TV: Fejrede fødselsdag som sprællemand,Sjaellandsyd,2018-10-24 16:59:36 UTC,344,0
4301,TV: Hidsigprop dansede på kanten ,Jyllandmidt,2018-11-13 19:14:49 UTC,2180,0
7318,Mystik om stor aktion i Aarhus,112,2018-09-03 19:44:21 UTC,17,0
34649,Skuespiller død: Blev kun 48 år,"Film, tv & radio",2018-09-26 11:41:37 UTC,758,0
14323,Sverige indfører flyskat for at værne om klimaet,Finans,2018-04-02 14:03:01 UTC,7,0
3752,Pensionister vil slippe for at betale skat: Handler om værdighed ,1849,2018-05-03 10:29:58 UTC,39823,1
32028,"Han blev 'Gift ved første blik': Jo bedre det ser ud i starten, jo værre går det",Danske kendte,2018-09-27 11:09:50 UTC,2244,0
28014,Hoteller kan hackes: Gamle nøglekort låser dørene op,Teknologi,2018-04-25 23:04:46 UTC,13693,1
11465,Dansk kvinde reddet fra elv i Norge: Helikopter måtte hjælpe,112,2018-08-20 08:37:53 UTC,8332,0
385,Nak dine nakkesmerter - Sådan får du dem væk,Krop og træning,2018-04-05 14:38:46 UTC,942,0
1438,Galleri: Kjellerup Skole - Muldbjergskolen ,Nyheder,2018-04-03 16:26:02 UTC,152,0
